120772,陳家安,96,100,100,53
120773,鐘馥蓁,75,58,100,80
120774,余宜嫺,55,100,95,79
120775,孫孟瑀,60,89,61,62
120776,陳思玲,68,78,72,65
120777,林明豪,50,65,72,65
120778,林黛涵,98,73,62,51
120779,黃嘉翔,75,89,81,70
120780,陳珮伶,81,65,69,76
120781,邱嘉婷,98,69,55,60
120782,徐燕臻,76,90,78,73
120783,王惠萱,74,79,62,70
120784,戴俞妤,82,68,64,70
120785,李姵萍,62,70,72,50
120786,謝雁翊,80,65,64,54
120787,劉徒智,62,64,94,68
120788,林苡羽,66,72,65,54
120789,何貞惠,65,65,92,75
120790,柯郁徽,79,98,83,69
120791,尤慈方,84,65,77,94
120792,唐馨鎂,58,69,71,72
120793,曹佳婷,91,68,100,79
120794,吳鈺萱,49,59,78,73
120795,陳宜菁,62,91,79,67
120796,周品禹,58,79,74,45
120797,曾紹婷,88,74,83,79
120798,司佳緯,65,53,51,77
120799,曾楷晴,89,61,75,78
120800,彭如君,91,73,64,85
120801,張東緯,48,30,49,51
120802,鄧竹萱,76,92,67,59
120803,王瓅惠,88,99,83,74
120804,曾靜蓁,86,74,80,50
120805,高璵穎,87,84,50,55
120806,曾佳君,82,77,80,50
120807,周怡娟,73,89,59,67
120808,杜倧津,76,91,61,52
120809,劉郁君,82,52,87,85
120810,林珮芸,76,88,73,62
120811,吳良祥,83,54,62,61
120812,廖翊萱,77,96,75,91
120813,陳憶君,87,67,77,80
120814,劉文平,78,69,58,75
120815,白君婷,69,57,46,47
120816,張詩璇,65,89,94,72
120817,耿育美,71,56,87,63
120818,徐宜珊,84,62,78,79
120819,林佩亭,78,93,75,46
120820,葉家超,49,81,44,50
120821,李文慧,80,83,94,83
120822,黃子鈞,65,89,55,52
120823,李玟妮,53,41,89,76
120824,江宜容,50,60,86,44
120825,劉琬真,72,83,57,47
120826,林羽涵,79,84,66,49
120827,劉媛蓉,85,78,74,65
120828,游愉婷,89,65,65,64
120829,陳慧蓉,63,97,62,51
120830,李佳柔,61,94,91,89
120831,廖智綱,91,72,53,74
120832,鍾億嵐,90,84,84,60
120833,林雅霓,88,71,67,45
120834,婁克凱,84,59,75,54
120835,張涵韻,61,77,84,63
120836,楊竹雅,91,65,40,32
120837,呂薆昕,72,99,63,79
120838,洪郁評,65,72,97,63
120839,嚴以瑛,74,69,83,66
120840,陳培億,61,80,82,84
120841,王俐蔓,51,80,87,74
120842,陳郡宜,74,54,72,51
120843,徐俊翰,84,99,75,64
120844,陳姵妤,65,53,65,87
120845,劉蓁伶,63,85,86,66
120846,周韋琦,80,76,61,45
120847,李信勛,53,44,70,53
120848,卓依文,60,65,89,78
120849,蔡惠珊,60,67,75,75
120850,鄭育妤,63,91,98,56
120851,林詩菱,77,86,56,81
120852,童芷瑩,54,81,85,48
120853,張育穎,92,71,73,46
120854,宋奕妮,92,66,84,72
120855,邱嵐晶,86,86,73,58
120856,林玉芸,55,65,67,49
120857,郭湘雯,52,69,80,31
120858,黃雅婷,59,94,60,63
120859,張栩伶,85,35,66,83
120860,黃祺棠,73,80,100,68
120861,黃詠恩,49,94,66,57
120862,卓承儀,70,21,69,42
120863,蔡俊丞,63,86,62,83
120864,吳得凱,55,88,59,72
120865,程香萱,55,95,85,87
120866,林品蓎,82,66,59,62
120867,李亞嫆,81,77,55,63
120868,李佩筌,64,94,82,49
120869,陳雯珈,95,72,56,39
120870,張岱如,89,70,75,51
120871,吳婉雯,81,70,64,78
120872,劉信毅,79,68,75,65
120873,吳佩晴,70,72,64,48
120874,劉雅滋,64,100,58,73
120875,黃毅欣,64,62,68,48
120876,張倖文,85,100,69,56
120877,胡舜芸,64,55,71,56
120878,何岫慈,92,99,86,56
120879,鍾炎佑,65,97,81,70
120880,江彥如,83,49,83,50
120881,劉建維,78,70,60,84
120882,傅惠純,72,70,88,47
120883,王如萍,49,59,66,78
120884,李棋瑜,78,78,49,58
120885,陳君茹,87,73,38,70
120886,林書龍,64,76,66,58
120887,王堉怡,69,72,84,77
120888,黃欣婷,46,49,74,51
120889,吳鈺潔,74,42,51,73
120890,邱佳蓉,68,63,67,79
120891,張巧祥,60,78,50,70
120892,張元興,58,59,84,45
120893,楊佳娟,74,72,80,66
120894,賴啟銘,58,77,77,92
120895,楊珮芳,82,89,78,75
120896,嚴廷凡,72,77,83,91
120897,簡曉瑄,67,65,73,59
120898,彭宏怡,80,84,73,60
120899,劉靜瑩,68,65,82,81
120900,張沛玹,68,83,81,89
120901,林子如,55,68,45,53
120902,陳子揚,42,85,59,65
120903,王旭瑋,70,81,81,70
120904,黃家之,89,70,64,77
120905,武婷芸,52,100,80,71
120906,鄧人賢,67,44,88,53
120907,鄭竺薔,64,66,57,74
120908,鄭師葦,56,79,84,53
120909,江志芳,76,100,68,82
120910,許銘妤,84,78,93,73
120911,廖翰暉,81,82,72,53
120912,徐可憶,69,93,69,69
120913,陳文瑩,73,67,68,47
120914,郭瑞雅,75,65,87,87
120915,戴思穎,57,91,65,64
120916,王含潔,77,68,79,83
120917,簡宜如,68,59,65,40
120918,周蕙迎,73,77,94,54
120919,冼歡玟,66,64,56,87
120920,陳博鵬,70,74,64,52
120921,聶珮涵,71,56,55,67
120922,郭舒萱,79,75,60,72
120923,游珮廷,98,87,59,97
120924,包依文,63,74,96,69
120925,黃飛辰,72,90,89,76
120926,林玉婷,56,67,41,40
120927,邱雅蘭,86,89,61,56
120928,劉秋婷,64,92,64,73
120929,何榆慈,99,64,68,89
120930,黃蔚君,84,62,59,54
120931,蘇怡萱,79,62,70,71
120932,郭品雯,81,79,73,48
120933,李約翰,80,89,75,55
120934,江凱雯,71,65,66,77
120935,林艾莉,90,84,81,61
120936,宋雅婷,66,50,38,74
120937,鄭姿睿,72,45,56,80
120938,王子廷,84,79,87,52
120939,張怡群,78,71,69,73
120940,郭超霏,79,71,58,73
120941,盧承皓,87,80,50,57
120942,張宜然,75,68,60,59
120943,呂然慧,63,88,92,59
120944,卓真慧,70,64,78,69
120945,朱名茹,81,97,46,52
120946,李瑄霖,75,65,45,51
120947,蘇東杰,64,63,88,83
120948,賴郁含,90,76,83,87
120949,黃美妤,78,86,76,84
120950,郭薪勤,56,87,51,50
120951,黃芝珊,59,88,43,75
120952,林于戎,77,96,51,74
120953,黃惟宇,73,57,63,75
120954,謝鈺源,42,77,73,78
120955,陳恆鴻,68,90,65,83
120956,詹亭鈞,65,69,56,78
120957,爐于涵,63,93,46,71
120958,古安璽,52,76,74,41
120959,孫筱佑,82,90,58,93
120960,邱彥玲,76,71,54,72
120961,陳燕雯,76,76,71,72
120962,鍾依敏,68,95,91,52
120963,張慧旗,68,70,64,39
120964,蔣又妤,53,64,62,54
120965,鄭嘉怡,88,82,49,80
120966,施國安,71,57,76,67
120967,陳晉軒,68,63,70,65
120968,徐靜文,67,98,88,60
120969,張瓊倩,95,61,78,68
120970,張筑珊,81,95,73,80
120971,郭雨永,94,68,86,80
120972,李庭尹,59,91,89,49
120973,廖寶霓,74,40,66,48
120974,茆炫盈,61,85,65,55
120975,吳詩婷,64,77,78,55
120976,林孟蔚,80,60,87,54
120977,郭詩婷,52,68,57,63
120978,黃惇菁,87,71,56,77
120979,楊元翔,99,76,83,76
120980,張怡蔚,63,73,60,65
120981,黃鳴芸,97,62,49,77
120982,謝開維,58,58,83,71
120983,鍾亮文,63,64,55,80
120984,黃乃亨,67,62,77,61
120985,姜亨穎,75,89,75,50
120986,洪立楨,66,81,47,55
120987,邵聖廷,69,86,79,46
120988,陳凱瑄,80,67,46,61
120989,黃芷萱,85,77,74,79
120991,胡毓芫,60,82,39,51
120992,王奕錡,98,93,63,67
120993,陳威瑄,66,95,53,83
120994,陳亦穎,72,77,77,71
120995,賴廷宗,57,88,76,74
120996,徐天蓉,92,71,98,91
120997,朱幸婷,61,62,87,61
120998,鍾翊安,79,64,53,67
120999,周碩宸,79,85,75,67
121000,徐薇翔,83,78,66,55
121001,黃柏文,92,100,44,56
